concept_id,name,datatype_id,
175,DIABETES MELLITUS,4,
176,ASSAULT,4,
177,Fracture,4,
178,"Fracture, colles",4,
179,RTA,4,
180,SHOULDER DISLOCATION,4,
181,Contaminated needle stick,4,
182,CYST,4,
183,HYPERTENSION,4,
184,BRUISE,4,
185,CHOLECYSTITIS,4,
186,ABORTION,4,
187,"ABORTION, INCOMPLETE",4,
188,"RASH, SEPTIC",4,
189,"MALARIA, RULE OUT",4,
190,Condoms,4,
191,DEPO PROVERA,4,
192,serologic test for herpes virus,2,
193,BRONCHOPNEUMONIA,4,
194,PNEUMONIA BRONCHIAL,4,
195,SKIN INFECTION NOS,4,
196,INFECTION SKIN,4,
197,GASTROENTERITIS,4,
198,CHOLERA,4,
199,Helminthiasis,4,
200,SOFT TISSUE INJURY,4,
201,APPENDICITIS,4,
202,RHEUMATOID ARTHRITIS,4,
203,ARTHRITIS RHEUMATOID,4,
204,CANDIDIASIS,4,
205,CONVULSION,4,
206,Seizure,4,
207,DEPRESSION,4,
208,DUODENAL ULCER,4,
209,ULCER DUODENAL,4,
210,PEPTIC ULCER,4,
211,ULCER PEPTIC NOS,4,
212,GASTRIC ULCER,4,
213,ULCER GASTRIC,4,
214,ROAD TRAFFIC ACCIDENT,4,
215,JAUNDICE,4,
216,LEUKEMIA,4,
217,LEUKEMIA,4,
218,OTITIS EXTERNA,4,
219,PSYCHOSIS,4,
220,RHD,4,
221,RHEUMATIC HEART DISEASE,4,
222,SINUSITIS,4,
223,SYPHILIS,4,
224,UTI,4,
225,DIABETES INSIPIDUS,4,
226,NEONATAL SEPSIS,4,
227,SEPSIS NEONATAL,4,
228,Antepartum hemorrhage,2,
229,HEMORRHAGE ANTEPARTUM,4,
230,Postpartum Hemorrhage,2,
231,HEMORRHAGE POSTPARTUM,4,
232,ASA,4,
233,LARIAM,4,
234,BRUFEN,4,
235,TINIDAZOLE,4,
236,FLAGYL,4,
237,METRONIDAZOLE,4,
238,PHENOBARBITAL,4,
239,VENTOLIN,4,
240,SALBUTAMOL TABS,4,
241,AMODIAQUIN,4,
242,PIRITON,4,
243,QUININE,4,
244,MEBENDAZOLE,4,
245,VERMOX,4,
246,PIPERAZINE,4,
247,DIAZEPAM,4,
248,LARGACTIL,4,
249,ARTANE,4,
250,NIFEDIPINE,4,
251,METHYLDOPA,4,
252,ALDOMET,4,
253,INDERAL,4,
254,PROPRANOLOL,4,
255,LASIX,4,
256,FERROUS SULFATE,4,
257,FOLIC ACID,4,
258,FOLATE,4,
259,DIABENESE,4,
260,CHLORPROPRAMIDE,4,
261,SEPTRIN,4,
262,INDOCID,4,
263,INDOMETHACIN,4,
264,AMOXYL,4,
265,AMOXICILLIN,4,
266,CHLORAMPHENICOL,4,
267,AUGMENTIN SYRUP,4,
268,NALIDIXIC ACID,4,
269,AMPICILLIN,4,
270,TETRACYCLINE,4,
271,LINCOMYCIN,4,
272,ERYTHROMYCIN,4,
273,PHENYTOIN,4,
274,DILANTIN,4,
275,TETRACYCLINE EYE OINTMENT,4,
276,CHLORAMPHENICOL DROPS,4,
277,BUSCOPAN,4,
278,INSULIN LENTE,4,
279,"INSULIN, LENTE",4,
280,SOLUBLE INSULIN,4,
281,REGULAR INSULIN,4,
282,"INSULIN, REGULAR",4,
283,HYDROCORTISONE OINTMENT,4,
284,WHITFIELD OINTMENT,4,
285,CLOTRIMAZOLE PESSARIES,4,
286,DAKTARIN,4,
287,NYSTATIN DROPS,4,
288,QUININE INJECTION,4,
289,CHLORAMPHENICOL INJECTION,4,
290,HYDROCORTISONE,4,
291,CRYSTAPEN INJECTION,4,
292,PENICILLIN INJECTION,4,
293,AMPICILLIN INJECTION,4,
294,AMPICILLIN AND CLOXACILLIN,4,
295,THRUSH,4,
296,CANDIDIASIS ORAL,4,
297,VAGINAL CANDIDIASIS,4,
298,"Candidiasis, vaginal",4,
299,VDRL,2,
300,BLOOD TYPING,2,
301,HB,1,
302,URINALYSIS ORDER,2,
303,UA,2,
304,Stool exam,2,
305,BRUCELLA TEST,2,
306,WIDAL TEST,2,
307,SPUTUM FOR ACID FAST BACILLI,2,
308,AFB SMEAR SPUTUM,2,
309,"X-RAY, OTHER",2,
310,SERVICES OTHER,4,
311,OTHER SERVICES,4,
312,TEGRETOL,4,
313,HYDROGEN PEROXIDE,4,
314,MAGNESIUM TRISILICATE,4,
315,AMODIAQUIN SYRUP,4,
316,BENYLINE SYRUP,4,
317,DEEP HEAT,4,
318,ELYVATE CREAM,4,
319,FERRUM B SYRUP,4,
320,GRABACIN,4,
321,CANDID B CREAM,4,
322,CANDID MOUTH PAINT,4,
323,GENTIAN VIOLET,4,
324,CELESTAMINE,4,
325,CLOXACILLIN SYRUP,4,
326,CLOXACILLIN TABS,4,
327,COTRIMAZOLE CREAM,4,
328,VENTOLIN INHALER,4,
329,VITAMIN B COMPLEX,4,
330,ZANTAC TABLETS,4,
331,QUININE SYRUP,4,
332,FANSIDAR SYSRUP,4,
333,AMPICLOX NEONATAL DROPS,4,
334,TRIPLE PEN INJECTION,4,
335,AMPICLOX SUSPENSION,4,
336,ANNUSOL SUPPOSITORIES,4,
337,ANTIHISTAMINE CREAM,4,
338,CADIPHEN SYRUP,4,
339,HALFAN TABS,4,
340,HALFAN SYRUP,4,
341,NIZORAL TABS,4,
342,SULFALENE AND PYRAMETHAMINE,4,
343,FLAGYL INJECTION,4,
344,ERGOTAMINE INJECTION,4,
345,MODECATE INJECTION,4,
346,ADRENALINE INJECTION,4,
347,AMINOPHYLINE INJECTION,4,
348,NORFLOXACIN,4,
349,HYDRALAZINE TABLETS,4,
350,HYDRALAZINE INJECTION,4,
351,ORAL REHYDRATION SALTS,4,
352,AMOXYL SYRUP,4,
353,SEPTRIN SYRUP,4,
354,PIRITON TABS,4,
355,PIRITON SYRUP,4,
356,PENICILLIN V SYRUP,4,
357,SALBUTAMOL SYRUP,4,
358,DEXTROMETHORPHAN,4,
359,COSCOF SYRUP,4,
360,ACTIFED,4,
361,LAROXYL TABS,4,
362,FASIGYN,4,
363,SCHISTOSOMIASIS,4,
364,"MALARIA, CLINICAL",4,
365,"WOUND, PIERCE",4,
366,SYNOVITIS,4,
367,"POISONING, FOOD",4,
368,"Toxicity, food",4,
369,ALLERGIC RHINITIS,4,
370,URETHRITIS,4,
371,PELLAGRA,4,
372,ALLERGIC REACTION,4,
373,"STI,MALES",4,
374,Method of family planning,2,
375,X-RAY CHEST,2,
376,X-RAY ABDOMEN,2,
377,"X-RAY, ARM",2,
378,X-RAY ARM,2,
379,BURNING SENSATION,4,
380,"X-RAY, LEG",2,
381,X-RAY LEG,2,
382,"X-RAY, HAND",2,
383,X-RAY HAND,2,
384,"X-RAY, FOOT",2,
385,X-RAY FOOT,2,
386,"X-RAY, SKULL",2,
387,X-RAY SKULL,2,
388,X-RAY HEAD,2,
389,X-RAY SPINE,2,
390,"X-RAY, SPINE",2,
391,X-RAY PELVIS,2,
392,"X-RAY, PELVIS",2,
393,X-RAY SHOULDER,2,
394,"X-RAY, SHOULDER",2,
395,X-RAY OTHER,2,
396,OTHER X-RAY,2,
397,CLINICAL MALARIA,4,
398,ORAL POLIO VAX NO.0,4,
399,POLIO VAX NO.0,4,
400,POLIO VAX NO.1,4,
401,POLIO VAX NO.2,4,
402,POLIO VAX NO.3,4,
403,METAKELFIN TABLETS,4,
404,KETRAX TABLETS,4,
405,KETRAX SYRUP,4,
406,ADALAT TABLETS,4,
407,PANADUR INJECTION,4,
408,PARAPHIMOSIS,4,
409,BENZYL BENZOATE EMULSION,4,
410,DOG BITE,4,
411,PPF,4,
412,ARV,4,
413,Anti-rabies vaccine,4,
414,ANTI-RABIES VACCINE,4,
415,T'PEN,4,
416,T-PEN,4,
417,T PEN,4,
418,RULE OUT,4,
419,RULE-OUT,4,
420,R/O,4,
421,AUGMENTIN TAB,4,
422,"EYE OINTMENT, TETRACYCLINE",4,
423,TEO,4,
424,FUNGAL INFECTION SKIN,4,
425,FUNGAL SKIN INFECTION,4,
426,"SKIN INFECTION, FUNGAL",4,
427,DERMAZINE CREAM,4,
428,GASTROENTERITIS,4,
429,LOPERAMIDE,4,
430,IMODIUM,4,
431,Hyoscine butylbromide,4,
432,"MEDICAL EXAMINATION, ROUTINE",10,
433,"ROUTINE, MEDICAL EXAMINATION",4,
434,NYSTATIN PESSORIAL,4,
435,NYSTATIN SUPPOSITORY,4,
436,DICLOFENAC,4,
437,STREPTOMYCIN INJECTION,4,
438,STREPTOMYCIN,4,
439,STREPTOMYCIN TABLETS,4,
440,DIPROSALIC CREAM,4,
441,CLEAN AND DRESSING,4,
442,ERYTHROMYCIN SYRUP,4,
443,GABBRORAL SYRUP,4,
444,GABBRORAL TABS,4,
445,GABBRORAL,4,
446,ALUMINUM HYDROXIDE,4,
447,FLOXACILLIN,4,
448,SILVEREX CREAM,4,
449,NORMAXICILLIN,4,
450,AMOXICILLIN AND CLAVULANIC ACID,4,
451,"ARTHRITIS, KNEE",4,
452,"KNEE, ARTHRITIS",4,
453,PANADOL,4,
454,"WORMS, INTESTINAL",4,
455,SPONDLOSIS,4,
456,BACK PAIN,4,
457,TT1,4,
458,TT2,4,
459,ZENTEL TABLETS,4,
460,Oedema,2,
461,MULTIVITAMIN,4,
462,ALLERGIC RASH,4,
463,PROEBENECID,4,
464,HYCOMYCIN EYE DROPS,4,
465,MIST-ANTACIDS,4,
466,PARACETAMOL SYRUP,4,
467,SCHIZOPHRENIA,4,
468,CALPOL,4,
469,ACTIFED SYRUP,4,
470,VALIUM INJECTION,4,
471,INJECTION VALIUM,4,
472,CELEBRAL PALSY,4,
473,FEFOL SYRUP,4,
474,FLAGYL SYRUP,4,
475,BRUFEN SYRUP,4,
476,FANSIDAR INJECTION,4,
477,HYDROCORTIZONE EYE DROPS,4,
478,TINIDAZOLE,4,
479,CAMOQUIN,4,
480,SPECTINOMYCIN,4,
481,Dislocation,4,
482,"Pneumonia, lobar",4,
483,GOITRE,4,
484,MULTIPLE BRUISES,4,
485,BRUISES MULTIPLE,4,
486,SULPHUR OINTMENT,4,
487,"Dementia, senile",4,
488,SENILE DEMENTIA,4,
489,CORYZA,4,
490,Hyperemesis Gravidarum,4,
491,PREDNISONE,4,
492,"ANTI-VENIN, SNAKE",4,
493,CALAMINE LOTION,4,
494,BARTHOLIN'S GLAND ABSCESS,4,
495,TAGAMYCIN,4,
496,CEFTRIAXONE,4,
497,DECREASED SENSATION,4,
498,DECREASED SENSATION RLE,4,
499,DECREASED SENSATION DIFFUSE,4,
500,ATAXIA,4,
501,LIMP,4,
502,Peripheral edema of left lower extremity,4,
503,Peripheral edema of right lower extremity,4,
504,SUBMANDIBULAR,4,
505,SUPRACLAVICULAR,4,
506,INGUINAL,4,
507,KAPOSI'S SARCOMA OF SKIN,4,
508,THYROMEGALY,4,
509,THYROMEGALY DIFFUSE ENLARGEMENT,4,
510,THYROMEGALY MULTINODULAR,4,
511,THYROMEGALY SINGLE NODULE,4,
512,Rash,2,
513,DEVIATED TRACHEA,4,
514,ABNORMAL,4,
515,SCLERIC ICTERIC,4,
516,Pale conjunctiva,4,
517,Injected conjunctiva,4,
518,FUNDAL ABNORMALITY,4,
519,ERYHTHEMATOUS,4,
520,MACULAR,4,
521,PAPULAR,4,
522,MACULOPAPULAR,4,
523,SCALY,4,
524,DERMATITIS NOS,4,
525,CHEST EXPANSION INCREASED,4,
526,CHEST EXPANSION DECREASED,4,
527,SPLINTING,4,
528,DULLNESS,4,
529,DECREASED FREMITUS,4,
530,CERUMEN IMPACTION,4,
531,TM INJECTED,4,
532,TM SCLEROSIS,4,
533,TM DULL,4,
534,NASAL OBSTRUCTION,4,
535,THROAT INJECTED,4,
536,TONSIL ENLARGED,4,
537,EXUDATE,4,
538,EGOPHONY,4,
539,RHONCHI,4,
540,ANTERIOR,4,
541,POSTERIOR,4,
542,LATERAL,4,
543,SUPERIOR,4,
544,PMI,4,
545,PMI PS,4,
546,PMI MCL,4,
547,PMI AX,4,
548,THRILL SYSTOLIC,4,
549,THRILL DIASTOLIC,4,
550,S3 GALLOP,4,
551,S4 GALLOP,4,
552,S1 SINGLE,4,
553,S1 SPLIT,4,
554,S2 SINGLE,4,
555,S2 SPLIT,4,
556,S2 PARADOXICAL SPLIT,4,
557,S2 SOFT A2,4,
558,S2 LOUD P2,4,
559,MURMUR SEM,4,
560,MURMUR HSM,4,
561,MURMUR DIASTOLIC DECRESCENDO,4,
562,CARDIAC MURMUR (on exam),4,
563,MURMUR LLSB,4,
564,APEX,4,
565,MURMUR URSB,4,
566,BRUIT CAROTID,4,
567,AXILLA,4,
568,MURMUR ULSB,4,
569,BACK,4,
570,ABDOMINAL MASS RUQ,4,
571,ABDOMINAL MASS LUQ,4,
572,ABDOMINAL MASS RLQ,4,
573,ABDOMINAL MASS LLQ,4,
574,PMI EPIGASTRIC,4,
575,SUPRAPUBIC,4,
576,DIFFUSE,4,
577,ABDOMINAL REBOUND TENDERNESS,10,
578,ABDOMINAL GUARDING,2,
579,LIVER SIZE,1,
580,SPLENOMEGALY,4,
581,ASCITES,4,
582,"MASS, OTHER",4,
583,MASS CYSTIC,4,
584,MASS PULSATILE,4,
585,MASS TENDER,4,
586,AORTIC BRUIT,4,
587,HEPATIC BRUIT,4,
588,Clubbing,4,
589,CYANOSIS,4,
590,"Edema, legs",4,
591,VARICOSE VEINS,4,
592,VENOUS STASIS,4,
593,ULCERS,4,
594,MUSCLE ATROPHY RUE,4,
595,MUSCLE ATROPHY LUE,4,
596,MUSCLE ATROPHY RLE,4,
597,MUSCLE ATROPHY LLE,4,
598,MUSCLE ATROPHY DIFFUSE,4,
599,CRANIAL NERVE ABNORMALITIES,4,
600,DECREASED SENSATION RUE,4,
601,Biceps reflex,2,
602,Patellar reflex,2,
603,Ankle reflex,2,
604,GAIT,4,
605,RHOMBERG,2,
606,DEPRESSED,10,
607,DEMENTED,4,
608,NECK SUPPLE,4,
609,ABDOMINAL TENDERNESS LUQ,4,
610,ABDOMINAL TENDERNESS RUQ,4,
611,ABDOMINAL TENDERNESS LLQ,4,
612,ABDOMINAL TENDERNESS RLQ,4,
613,MUSCLE WEAKNESS DIFFUSE,4,
614,MUSCLE WEAKNESS LLE,4,
615,MUSCLE WEAKNESS LUE,4,
616,MUSCLE WEAKNESS RLE,4,
617,MUSCLE WEAKNESS RUE,4,
618,FOCAL CNS,4,
619,DECREASED SENSATION LLE,4,
620,HEADACHE,4,
621,AZT,4,
622,ZDV,4,
623,RETROVIR,4,
624,D4T,4,
625,STAVUDINE,4,
626,ZERIT,4,
627,3TC,4,
628,LAMIVUDINE,4,
629,EPIVIR,4,
630,LAMIVUDINE / ZIDOVUDINE,4,
631,NEVIRAPINE,4,
632,VIRAMUNE,4,
633,EFAVIRENZ,4,
634,SUSTIVE,4,
635,NELFINAVIR,4,
636,VIRACEPT,4,
637,CREPITATIONS RUL,4,
638,CREPITATIONS RML,4,
639,RIGHT LOWER LOBE,4,
640,CREPITATIONS LUL,4,
641,CREPITATIONS LINGULA,4,
642,CREPITATIONS LLL,4,
643,CERVICAL,4,
644,KAPOSI SARCOMA ORAL,4,
645,CXR,2,
646,ELISA,2,
647,FULL HEMOGRAM,4,
648,HGB,1,
649,WBC,1,
650,ALC,1,
651,PLTS,1,
652,LFTS,4,
653,SERUM GLUTAMIC-OXALOACETIC TRANSAMINASE,1,
654,SERUM GLUTAMIC-PYRUVIC TRANSAMINASE,1,
655,TOTAL BILIRUBIN,1,
656,ISONIAZID,4,
657,CD4 PANEL,4,
658,LEVOFLOX,4,
659,HAART ACTIVE,4,
660,HAART RESERVED,4,
661,HAART ELIGIBLE,4,
662,ANTI-VENIN SNAKE,4,
663,RASH ALLERGIC,4,
664,NEGATIVE,4,
665,NEG,4,
666,EPITHELIAL CELLS,4,
667,EPI CELLS,4,
668,GRAM POSITIVE RODS,4,
669,GRAM +VE RODS,4,
670,GPCS,4,
671,GRAM NEGATIVE RODS,4,
672,GRAM -VE RODS,4,
673,GNRS,4,
674,URETHRAL,4,
675,DIPLOCOCCI,4,
676,PUS CELLS,4,
677,WBCS,1,
678,WHITE BLOOD CELLS,1,
679,RED BLOOD CELLS,1,
680,WHITE CELLS,1,
681,RB CELLS,1,
682,RBCS,1,
683,TRICHOMONAS VAGINALIS,4,
684,TRICHOMONAS,4,
685,T VAGINALIS,4,
686,YEAST CELLS,4,
687,YEAST,4,
688,A+,4,
689,A,4,
690,A POSITIVE,4,
691,A-,4,
692,A NEGATIVE,4,
693,B+,4,
694,B POSITIVE,4,
695,B-,4,
696,B NEGATIVE,4,
697,B,4,
698,O+,4,
699,O POSITIVE,4,
700,O-,4,
701,O NEGATIVE,4,
702,O,4,
703,POSITIVE,4,
704,POS,4,
705,PRESSURE SENSATION,4,
706,CYST,4,
707,CYST HISTOLYTICA,4,
708,E HISTOLYTICA,4,
709,Entamoeba histolytica,4,
710,ENTOMOEBA COLI,4,
711,E COLI,4,
712,GIARDIA,4,
713,Giardia lamblia,4,
714,GLUCOSE POSITIVE,4,
715,GLUCOSE POS,4,
716,OVA,4,
717,TOTAL PROTEIN,2,
718,PROTEIN POS,4,
719,TROPHOZOITE,4,
720,ALBUMIN POSITIVE,4,
721,ALBUMIN POS,4,
722,AMORPHOUS PHOSPHATE CRYSTALS,4,
723,AMORPHOUS PHOS CRYSTALS,4,
724,BACTERIA,4,
725,CALCIUM OXALATE CRYSTALS,4,
726,GRANULAR CELLS,4,
727,MOTILE BACTERIA,4,
728,SUGAR,4,
729,Platelets,1,
730,CD4%,1,
731,QUINAPRIL,4,
732,ACYCLOVIR,4,
733,ALPRAZOLAM,4,
734,AVELOX,4,
735,AZITHROMYCIN,4,
736,CEFTIN,4,
737,CEFUROXIME,4,
738,CELEBREX,4,
739,CELESTAMINE,4,
740,CIPROFLOXACIN,4,
741,CLARITIN,4,
742,DAKTARIN ORAL GEL,4,
743,DIHYDROCODEINE,4,
744,DIFLUCAN,4,
745,ETHAMBUTOL,4,
746,FAMVIR,4,
747,FLUCONAZOLE,4,
748,IMIPRAMINE,4,
749,INDINAVIR,4,
750,ISONIAZID,4,
751,METOCLOPRAMIDE,4,
752,LANSOPRAZOLE,4,
753,LASIX,4,
754,LEVAQUIN,4,
755,LEVOFLOXACIN,4,
756,MOTILIUM,4,
757,MYCELEX,4,
758,NASACORT,4,
759,BIFONAZOLE,4,
760,NEXIUM,4,
761,NIZAROL,4,
762,SHARP SENSATION,4,
763,PANTOPRAZOLE,4,
764,PLASIL,4,
765,PREDNISOLONE,4,
766,PYRIDOXINE,4,
767,RIFAMPICIN,4,
768,RIFAMPICIN ISONIAZID AND PYRAZINAMIDE,4,
769,SALICYLIC ACID OINT,4,
770,SPORANOX,4,
771,STOCRIN,4,
772,SUPRAX,4,
773,FERROUS SULFATE AND FOLIC ACID,4,
774,TRIPLE RX FOR HELICOBACTER,4,
775,VIOXX,4,
776,XANAX,4,
777,LIDOCAINE AND HYDROCORTISONE,4,
778,ZOVIRAX,4,
779,CETIRIZINE,4,
780,Oral contraception,4,
781,DIPHTHERIA TETANUS AND PERTUSSIS VACCINATION,2,
782,HEPATITIS B VACCINATION,4,
783,"POLIO VACCINATION, ORAL",2,
784,PENICILLIN,4,
785,ALKALINE PHOSPHATASE,1,
786,BETAMETHASONE,4,
787,DF118,4,
788,ZYNCET,4,
789,NELTOLON,4,
790,Serum creatinine (umol/L),1,
791,EMTRICITABINE,4,
792,D4T-3TC-NVP,4,
793,KALETRA,4,
794,LOPINAVIR / RITONAVIR,4,
795,RITONAVIR,4,
796,DIDANOSINE,4,
797,Retrovir,4,
798,SALBUTAMOL,4,
799,HALOFANTRINE,4,
800,EFV,4,
801,TACHYPNEA,4,
802,TENOFOVIR,4,
803,VIREAD,4,
804,EMTRIVA,4,
805,FTC,4,
806,VIDEX,4,
807,DDI,4,
808,NVP,4,
809,EMTRI,4,
810,AMPRENAVIR,4,
811,INDINAVIR,4,
812,CRIXAVAN,4,
813,IDV,4,
814,ABACAVIR,4,
815,ZIAGEN,4,
816,ABC,4,
817,ABC-3TC-AZT,4,
818,ADHERENCE,4,
819,Cannot afford treatment,4,
820,TRANSPORT PROBLEMS,4,
821,PERIPHERAL NEUROPATHY,4,
822,Exposure to HIV,4,
823,Wasting syndrome,4,
824,NASAL BLOCKAGE,4,
825,HEPATOSPLENOMEGALY,4,
826,ORAL HAIRY LEUKOPLAKIA,4,
827,PCP,4,
828,HEMIPARESIS,4,
829,ECZEMA,4,
830,LARYNGITIS,3,
831,PULMONARY TUBERCULOSIS,4,
832,Weight loss,10,
833,UNABLE TO WALK,4,
834,BREASTFEEDING,4,
835,TINEA CORPORIS,4,
836,HERPES ZOSTER,4,
837,HYPERACIDITY,4,
838,ACNE,4,
839,THROMBOCYTOPENIA,4,
840,Hematuria,4,
841,TUMOUR,4,
842,FOLLICULITIS,4,
843,Regimen failure,4,
844,HIV DNA POLYMERASE CHAIN REACTION,2,
845,"ULTRASOUND, ABDOMEN",2,
846,"COMPUTED TOMOGRAPHY SCAN, HEAD",2,
847,BS FOR MPS,2,
848,SERUM ALBUMIN,1,
849,URINARY ALBUMIN,1,
850,ALP,1,
851,MEAN CORPUSCULAR VOLUME,1,
852,"ULTRASOUND, HEPATIC",2,
853,CD8 COUNT,1,
854,CD4/CD8,1,
855,ERYTHROCYTE SEDIMENTATION RATE,1,
856,HIV VIRAL LOAD,1,
857,BLOOD UREA NITROGEN,1,
858,ZN STAIN,2,
859,CONGESTION,4,
860,NECK PAINS,4,
861,HEARING DIFFICULTIES,4,
862,P.V. DISCHARGE,4,
863,ITCHING,4,
864,GENITAL SORES,4,
865,THROAT PAINFUL,4,
866,PAINFUL SWALLOWING,4,
867,INSOMNIA,4,
868,ANOREXIA,4,
869,MALAISE,4,
870,BACKACHE,4,
871,CHILLS,2,
872,RUNNING NOSE,4,
873,OTORRHEA,4,
874,EYE DISCHARGE,4,
875,GENERAL BODYACHE,4,
876,FAST BREATHING,4,
877,DIZZINESS,10,
878,SNEEZING,4,
879,Pruritus,4,
880,RHINITIS,4,
881,DYSPHAGIA,4,
882,Pneumocystis carinii pneumonia,4,
883,ZIEHL NIELSEN STAIN,4,
884,HUMAN IMMUNODEFICIENCY VIRUS,4,
